,category,condition
3253,V92.20XD,"Drown due to being washed overboard from merchant ship, subs"
3254,V92.20XS,"Drown due to being washed overboard from merch ship, sequela"
3255,V92.21XA,"Drown due to being washed ovrbrd from passenger ship, init"
3256,V92.21XD,"Drown due to being washed ovrbrd from passenger ship, subs"
3257,V92.21XS,"Drown due to being washed ovrbrd from pasngr ship, sequela"
3258,V92.22XA,"Drown due to being washed overboard from fishing boat, init"
3259,V92.22XD,"Drown due to being washed overboard from fishing boat, subs"
3260,V92.22XS,"Drown due to being washed ovrbrd from fishing boat, sequela"
3261,V92.23XA,"Drown d/t being washed ovrbrd from oth power wtrcrft, init"
3262,V92.23XD,"Drown d/t being washed ovrbrd from oth power wtrcrft, subs"
3263,V92.23XS,"Drown d/t being washed ovrbrd from oth power wtrcrft, sqla"
3264,V92.24XA,"Drown due to being washed overboard from sailboat, init"
3265,V92.24XD,"Drown due to being washed overboard from sailboat, subs"
3266,V92.24XS,"Drown due to being washed overboard from sailboat, sequela"
3267,V92.25XA,"Drown due to being washed overboard from canoe/kayk, init"
3268,V92.25XD,"Drown due to being washed overboard from canoe/kayk, subs"
3269,V92.25XS,"Drown due to being washed overboard from canoe/kayk, sequela"
3270,V92.26XA,"Drown due to being washed overboard from inflatbl crft, init"
3271,V92.26XD,"Drown due to being washed overboard from inflatbl crft, subs"
3272,V92.26XS,"Drown due to being washed ovrbrd from inflatbl crft, sequela"
3273,V92.27XA,"Drown due to being washed overboard from waterskis, init"
3274,V92.27XD,"Drown due to being washed overboard from waterskis, subs"
3275,V92.27XS,"Drown due to being washed overboard from waterskis, sequela"
3276,V92.28XA,"Drown due to being washed ovrbrd from unpowr wtrcrft, init"
3277,V92.28XD,"Drown due to being washed ovrbrd from unpowr wtrcrft, subs"
3278,V92.28XS,"Drown due to being washed ovrbrd from unpowr wtrcrft, sqla"
3279,V92.29XA,"Drown due to being washed overboard from unsp wtrcrft, init"
3280,V92.29XD,"Drown due to being washed overboard from unsp wtrcrft, subs"
3281,V92.29XS,"Drown due to being washed ovrbrd from unsp wtrcrft, sequela"
3282,V93.00XA,"Burn due to localized fire on board merchant vessel, init"
3283,V93.00XD,"Burn due to localized fire on board merchant vessel, subs"
3284,V93.00XS,"Burn due to localized fire on board merchant vessel, sequela"
3285,V93.01XA,"Burn due to localized fire on board passenger vessel, init"
3286,V93.01XD,"Burn due to localized fire on board passenger vessel, subs"
3287,V93.01XS,"Burn due to loc fire on board passenger vessel, sequela"
3288,V93.02XA,"Burn due to localized fire on board fishing boat, init"
3289,V93.02XD,"Burn due to localized fire on board fishing boat, subs"
3290,V93.02XS,"Burn due to localized fire on board fishing boat, sequela"
3291,V93.03XA,"Burn due to loc fire on board oth powered wtrcrft, init"
3292,V93.03XD,"Burn due to loc fire on board oth powered wtrcrft, subs"
3293,V93.03XS,"Burn due to loc fire on board oth powered wtrcrft, sequela"
3294,V93.04XA,"Burn due to localized fire on board sailboat, init encntr"
3295,V93.04XD,"Burn due to localized fire on board sailboat, subs encntr"
3296,V93.04XS,"Burn due to localized fire on board sailboat, sequela"
3297,V93.09XA,"Burn due to localized fire on board unsp watercraft, init"
3298,V93.09XD,"Burn due to localized fire on board unsp watercraft, subs"
3299,V93.09XS,"Burn due to localized fire on board unsp watercraft, sequela"
3300,V93.10XA,"Other burn on board merchant vessel, initial encounter"
3301,V93.10XD,"Other burn on board merchant vessel, subsequent encounter"
3302,V93.10XS,"Other burn on board merchant vessel, sequela"
3303,V93.11XA,"Other burn on board passenger vessel, initial encounter"
3304,V93.11XD,"Other burn on board passenger vessel, subsequent encounter"
3305,V93.11XS,"Other burn on board passenger vessel, sequela"
3306,V93.12XA,"Other burn on board fishing boat, initial encounter"
3307,V93.12XD,"Other burn on board fishing boat, subsequent encounter"
3308,V93.12XS,"Other burn on board fishing boat, sequela"
3309,V93.13XA,"Other burn on board other powered watercraft, init encntr"
3310,V93.13XD,"Other burn on board other powered watercraft, subs encntr"
3311,V93.13XS,"Other burn on board other powered watercraft, sequela"
3312,V93.14XA,"Other burn on board sailboat, initial encounter"
3313,V93.14XD,"Other burn on board sailboat, subsequent encounter"
3314,V93.14XS,"Other burn on board sailboat, sequela"
3315,V93.19XA,"Other burn on board unspecified watercraft, init encntr"
3316,V93.19XD,"Other burn on board unspecified watercraft, subs encntr"
3317,V93.19XS,"Other burn on board unspecified watercraft, sequela"
3318,V93.20XA,"Heat exposure on board merchant ship, initial encounter"
3319,V93.20XD,"Heat exposure on board merchant ship, subsequent encounter"
3320,V93.20XS,"Heat exposure on board merchant ship, sequela"
3321,V93.21XA,"Heat exposure on board passenger ship, initial encounter"
3322,V93.21XD,"Heat exposure on board passenger ship, subsequent encounter"
3323,V93.21XS,"Heat exposure on board passenger ship, sequela"
3324,V93.22XA,"Heat exposure on board fishing boat, initial encounter"
3325,V93.22XD,"Heat exposure on board fishing boat, subsequent encounter"
3326,V93.22XS,"Heat exposure on board fishing boat, sequela"
3327,V93.23XA,"Heat exposure on board other powered watercraft, init encntr"
3328,V93.23XD,"Heat exposure on board other powered watercraft, subs encntr"
3329,V93.23XS,"Heat exposure on board other powered watercraft, sequela"
3330,V93.24XA,"Heat exposure on board sailboat, initial encounter"
3331,V93.24XD,"Heat exposure on board sailboat, subsequent encounter"
3332,V93.24XS,"Heat exposure on board sailboat, sequela"
3333,V93.29XA,"Heat exposure on board unspecified watercraft, init encntr"
3334,V93.29XD,"Heat exposure on board unspecified watercraft, subs encntr"
3335,V93.29XS,"Heat exposure on board unspecified watercraft, sequela"
3336,V93.30XA,"Fall on board merchant ship, initial encounter"
3337,V93.30XD,"Fall on board merchant ship, subsequent encounter"
3338,V93.30XS,"Fall on board merchant ship, sequela"
3339,V93.31XA,"Fall on board passenger ship, initial encounter"
3340,V93.31XD,"Fall on board passenger ship, subsequent encounter"
3341,V93.31XS,"Fall on board passenger ship, sequela"
3342,V93.32XA,"Fall on board fishing boat, initial encounter"
3343,V93.32XD,"Fall on board fishing boat, subsequent encounter"
3344,V93.32XS,"Fall on board fishing boat, sequela"
3345,V93.33XA,"Fall on board other powered watercraft, initial encounter"
3346,V93.33XD,"Fall on board other powered watercraft, subsequent encounter"
3347,V93.33XS,"Fall on board other powered watercraft, sequela"
3348,V93.34XA,"Fall on board sailboat, initial encounter"
3349,V93.34XD,"Fall on board sailboat, subsequent encounter"
3350,V93.34XS,"Fall on board sailboat, sequela"
3351,V93.35XA,"Fall on board canoe or kayak, initial encounter"
3352,V93.35XD,"Fall on board canoe or kayak, subsequent encounter"
3353,V93.35XS,"Fall on board canoe or kayak, sequela"
3354,V93.36XA,"Fall on board (nonpowered) inflatable craft, init encntr"
3355,V93.36XD,"Fall on board (nonpowered) inflatable craft, subs encntr"
3356,V93.36XS,"Fall on board (nonpowered) inflatable craft, sequela"
3357,V93.38XA,"Fall on board other unpowered watercraft, initial encounter"
3358,V93.38XD,"Fall on board other unpowered watercraft, subs encntr"
3359,V93.38XS,"Fall on board other unpowered watercraft, sequela"
3360,V93.39XA,"Fall on board unspecified watercraft, initial encounter"
3361,V93.39XD,"Fall on board unspecified watercraft, subsequent encounter"
3362,V93.39XS,"Fall on board unspecified watercraft, sequela"
3363,V93.40XA,"Struck by falling object on merchant ship, initial encounter"
3364,V93.40XD,"Struck by falling object on merchant ship, subs encntr"
3365,V93.40XS,"Struck by falling object on merchant ship, sequela"
3366,V93.41XA,"Struck by falling object on passenger ship, init encntr"
3367,V93.41XD,"Struck by falling object on passenger ship, subs encntr"
3368,V93.41XS,"Struck by falling object on passenger ship, sequela"
3369,V93.42XA,"Struck by falling object on fishing boat, initial encounter"
3370,V93.42XD,"Struck by falling object on fishing boat, subs encntr"
3371,V93.42XS,"Struck by falling object on fishing boat, sequela"
3372,V93.43XA,"Struck by falling object on oth powered watercraft, init"
3373,V93.43XD,"Struck by falling object on oth powered watercraft, subs"
3374,V93.43XS,"Struck by falling object on oth powered watercraft, sequela"
3375,V93.44XA,"Struck by falling object on sailboat, initial encounter"
3376,V93.44XD,"Struck by falling object on sailboat, subsequent encounter"
3377,V93.44XS,"Struck by falling object on sailboat, sequela"
3378,V93.48XA,"Struck by falling object on unpowr wtrcrft, init encntr"
3379,V93.48XD,"Struck by falling object on unpowr wtrcrft, subs encntr"
3380,V93.48XS,"Struck by falling object on unpowr wtrcrft, sequela"
3381,V93.49XA,"Struck by falling object on unsp watercraft, init encntr"
3382,V93.49XD,"Struck by falling object on unsp watercraft, subs encntr"
3383,V93.49XS,"Struck by falling object on unspecified watercraft, sequela"
3384,V93.50XA,"Explosion on board merchant ship, initial encounter"
3385,V93.50XD,"Explosion on board merchant ship, subsequent encounter"
3386,V93.50XS,"Explosion on board merchant ship, sequela"
3387,V93.51XA,"Explosion on board passenger ship, initial encounter"
3388,V93.51XD,"Explosion on board passenger ship, subsequent encounter"
3389,V93.51XS,"Explosion on board passenger ship, sequela"
3390,V93.52XA,"Explosion on board fishing boat, initial encounter"
3391,V93.52XD,"Explosion on board fishing boat, subsequent encounter"
3392,V93.52XS,"Explosion on board fishing boat, sequela"
3393,V93.53XA,"Explosion on board other powered watercraft, init encntr"
3394,V93.53XD,"Explosion on board other powered watercraft, subs encntr"
3395,V93.53XS,"Explosion on board other powered watercraft, sequela"
3396,V93.54XA,"Explosion on board sailboat, initial encounter"
3397,V93.54XD,"Explosion on board sailboat, subsequent encounter"
3398,V93.54XS,"Explosion on board sailboat, sequela"
3399,V93.59XA,"Explosion on board unspecified watercraft, initial encounter"
3400,V93.59XD,"Explosion on board unspecified watercraft, subs encntr"
3401,V93.59XS,"Explosion on board unspecified watercraft, sequela"
3402,V93.60XA,"Machinery accident on board merchant ship, initial encounter"
3403,V93.60XD,"Machinery accident on board merchant ship, subs encntr"
3404,V93.60XS,"Machinery accident on board merchant ship, sequela"
3405,V93.61XA,"Machinery accident on board passenger ship, init encntr"
3406,V93.61XD,"Machinery accident on board passenger ship, subs encntr"
3407,V93.61XS,"Machinery accident on board passenger ship, sequela"
3408,V93.62XA,"Machinery accident on board fishing boat, initial encounter"
3409,V93.62XD,"Machinery accident on board fishing boat, subs encntr"
3410,V93.62XS,"Machinery accident on board fishing boat, sequela"
3411,V93.63XA,"Machinery accident on board oth powered watercraft, init"
3412,V93.63XD,"Machinery accident on board oth powered watercraft, subs"
3413,V93.63XS,"Machinery accident on board oth powered watercraft, sequela"
3414,V93.64XA,"Machinery accident on board sailboat, initial encounter"
3415,V93.64XD,"Machinery accident on board sailboat, subsequent encounter"
3416,V93.64XS,"Machinery accident on board sailboat, sequela"
3417,V93.69XA,"Machinery accident on board unsp watercraft, init encntr"
3418,V93.69XD,"Machinery accident on board unsp watercraft, subs encntr"
3419,V93.69XS,"Machinery accident on board unspecified watercraft, sequela"
3420,V93.80XA,"Oth injury due to oth accident on board merchant ship, init"
3421,V93.80XD,"Oth injury due to oth accident on board merchant ship, subs"
3422,V93.80XS,"Oth injury due to oth accident on board merch ship, sequela"
3423,V93.81XA,"Oth injury due to oth accident on board passenger ship, init"
3424,V93.81XD,"Oth injury due to oth accident on board passenger ship, subs"
3425,V93.81XS,"Oth injury due to oth accident on board pasngr ship, sequela"
3426,V93.82XA,"Oth injury due to oth accident on board fishing boat, init"
3427,V93.82XD,"Oth injury due to oth accident on board fishing boat, subs"
3428,V93.82XS,"Oth injury due to oth acc on board fishing boat, sequela"
3429,V93.83XA,"Oth injury due to oth acc on board oth powered wtrcrft, init"
3430,V93.83XD,"Oth injury due to oth acc on board oth powered wtrcrft, subs"
3431,V93.83XS,"Oth injury due to oth acc on board oth power wtrcrft, sqla"
3432,V93.84XA,"Oth injury due to oth accident on board sailboat, init"
3433,V93.84XD,"Oth injury due to oth accident on board sailboat, subs"
3434,V93.84XS,"Oth injury due to other accident on board sailboat, sequela"
3435,V93.85XA,"Oth injury due to oth accident on board canoe or kayak, init"
3436,V93.85XD,"Oth injury due to oth accident on board canoe or kayak, subs"
3437,V93.85XS,"Oth injury due to oth accident on board canoe/kayk, sequela"
3438,V93.86XA,"Oth injury due to oth accident on board inflatbl crft, init"
3439,V93.86XD,"Oth injury due to oth accident on board inflatbl crft, subs"
3440,V93.86XS,"Oth injury due to oth acc on board inflatbl crft, sequela"
3441,V93.87XA,"Oth injury due to oth accident on board waterskis, init"
3442,V93.87XD,"Oth injury due to oth accident on board waterskis, subs"
3443,V93.87XS,"Oth injury due to oth accident on board waterskis, sequela"
3444,V93.88XA,"Oth injury due to oth accident on board unpowr wtrcrft, init"
3445,V93.88XD,"Oth injury due to oth accident on board unpowr wtrcrft, subs"
3446,V93.88XS,"Oth injury due to oth acc on board unpowr wtrcrft, sequela"
3447,V93.89XA,"Oth injury due to oth accident on board unsp wtrcrft, init"
3448,V93.89XD,"Oth injury due to oth accident on board unsp wtrcrft, subs"
3449,V93.89XS,"Oth injury due to oth acc on board unsp wtrcrft, sequela"
3450,V94.0XXA,"Hitting obj/botm of body of wtr d/t fall from wtrcrft, init"
3451,V94.0XXD,"Hitting obj/botm of body of wtr d/t fall from wtrcrft, subs"
3452,V94.0XXS,"Hitting obj/botm of body of wtr d/t fall from wtrcrft, sqla"
3453,V94.11XA,"Bather struck by powered watercraft, initial encounter"
3454,V94.11XD,"Bather struck by powered watercraft, subsequent encounter"
3455,V94.11XS,"Bather struck by powered watercraft, sequela"
3456,V94.12XA,"Bather struck by nonpowered watercraft, initial encounter"
3457,V94.12XD,"Bather struck by nonpowered watercraft, subsequent encounter"
3458,V94.12XS,"Bather struck by nonpowered watercraft, sequela"
3459,V94.21XA,"Rider of nonpowr wtrcrft struck by oth nonpowr wtrcrft, init"
3460,V94.21XD,"Rider of nonpowr wtrcrft struck by oth nonpowr wtrcrft, subs"
3461,V94.21XS,"Rider of nonpowr wtrcrft struck by oth nonpowr wtrcrft, sqla"
3462,V94.22XA,"Rider of nonpowr wtrcrft struck by powered watercraft, init"
3463,V94.22XD,"Rider of nonpowr wtrcrft struck by powered watercraft, subs"
3464,V94.22XS,"Rider of nonpowr wtrcrft struck by powered wtrcrft, sequela"
3465,V94.31XA,"Inj to rider of recreatl wtrcrft puld beh oth wtrcrft, init"
3466,V94.31XD,"Inj to rider of recreatl wtrcrft puld beh oth wtrcrft, subs"
3467,V94.31XS,"Inj to rider of recreatl wtrcrft puld beh oth wtrcrft, sqla"
3468,V94.32XA,"Inj to rider of nonrecr wtrcrft puld beh oth wtrcrft, init"
3469,V94.32XD,"Inj to rider of nonrecr wtrcrft puld beh oth wtrcrft, subs"
3470,V94.32XS,"Inj to rider of nonrecr wtrcrft puld beh oth wtrcrft, sqla"
3471,V94.4XXA,"Injury to barefoot waterskier, initial encounter"
3472,V94.4XXD,"Injury to barefoot waterskier, subsequent encounter"
3473,V94.4XXS,"Injury to barefoot waterskier, sequela"
3474,V94.810A,"Civilian wtrcrft in water trnsp acc w military wtrcrft, init"
3475,V94.810D,"Civilian wtrcrft in water trnsp acc w military wtrcrft, subs"
3476,V94.810S,"Civ wtrcrft in water trnsp acc w military wtrcrft, sequela"
3477,V94.811A,"Civilian in water injured by military watercraft, init"
3478,V94.811D,"Civilian in water injured by military watercraft, subs"
3479,V94.811S,"Civilian in water injured by military watercraft, sequela"
3480,V94.818A,"Oth water transport accident w military wtrcrft, init"
3481,V94.818D,"Oth water transport accident w military wtrcrft, subs"
3482,V94.818S,"Oth water transport accident w military wtrcrft, sequela"
3483,V94.89XA,"Other water transport accident, initial encounter"
3484,V94.89XD,"Other water transport accident, subsequent encounter"
3485,V94.89XS,"Other water transport accident, sequela"
3486,V94.9XXA,"Unspecified water transport accident, initial encounter"
3487,V94.9XXD,"Unspecified water transport accident, subsequent encounter"
3488,V94.9XXS,"Unspecified water transport accident, sequela"
3489,V95.00XA,"Unsp helicopter accident injuring occupant, init encntr"
3490,V95.00XD,"Unsp helicopter accident injuring occupant, subs encntr"
3491,V95.00XS,"Unspecified helicopter accident injuring occupant, sequela"
3492,V95.01XA,"Helicopter crash injuring occupant, initial encounter"
3493,V95.01XD,"Helicopter crash injuring occupant, subsequent encounter"
3494,V95.01XS,"Helicopter crash injuring occupant, sequela"
3495,V95.02XA,"Forced landing of helicopter injuring occupant, init encntr"
3496,V95.02XD,"Forced landing of helicopter injuring occupant, subs encntr"
3497,V95.02XS,"Forced landing of helicopter injuring occupant, sequela"
3498,V95.03XA,"Helicopter collision injuring occupant, initial encounter"
